Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA,AAPL,AMZN,META,MSFT,NVDA,SPY,TSLA
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27 14:30:00+00:00,130.1652069091797,84.30000305175781,117.67559814453125,237.8000030517578,14.733500480651855,382.4100036621094,114.95999908447266,130.1652069091797,84.30000305175781,117.67559814453125,237.8000030517578,14.733500480651855,382.4100036621094,114.95999908447266,131.41000366210938,85.3499984741211,118.27999877929688,238.92999267578125,15.100000381469727,383.010009765625,119.66999816894531,128.72000122070312,83.26000213623047,116.05010223388672,235.8300018310547,14.46714973449707,379.6499938964844,114.12000274658203,131.3800048828125,84.97000122070312,117.93000030517578,238.6999969482422,15.074000358581543,382.7900085449219,117.49500274658203,19654999,13371541,5044900,3576945,11449954,12365271,62349883
2022-12-27 15:30:00+00:00,129.72569274902344,84.4800033569336,118.33000183105469,237.86000061035156,14.553998947143555,382.34991455078125,113.17469787597656,129.72569274902344,84.4800033569336,118.33000183105469,237.86000061035156,14.553998947143555,382.34991455078125,113.17469787597656,130.38999938964844,84.9800033569336,118.5999984741211,238.34170532226562,14.75200080871582,383.0899963378906,115.69999694824219,129.17999267578125,84.04499816894531,117.22000122070312,237.1999969482422,14.496000289916992,381.6099853515625,111.8499984741211,130.16000366210938,84.31999969482422,117.68000030517578,237.8000030517578,14.735949516296387,382.3999938964844,114.95999908447266,10795118,7642949,3222341,2120949,6190604,6916905,35422505
2022-12-27 16:30:00+00:00,129.92999267578125,84.04000091552734,117.58999633789062,237.67999267578125,14.371999740600586,382.1300048828125,112.36009979248047,129.92999267578125,84.04000091552734,117.58999633789062,237.67999267578125,14.371999740600586,382.1300048828125,112.36009979248047,130.5299072265625,84.59500122070312,118.45999908447266,238.42869567871094,14.596000671386719,383.1199951171875,113.97000122070312,129.50999450683594,83.9800033569336,117.55000305175781,237.35000610351562,14.358380317687988,381.95098876953125,111.5999984741211,129.72000122070312,84.49710083007812,118.33000183105469,237.83790588378906,14.554499626159668,382.3500061035156,113.21089935302734,7518424,5681291,2028363,1599512,5267371,4665338,23816752
2022-12-27 17:30:00+00:00,130.0050048828125,83.5999984741211,117.12999725341797,237.2100067138672,14.297999382019043,381.96990966796875,112.79119873046875,130.0050048828125,83.5999984741211,117.12999725341797,237.2100067138672,14.297999382019043,381.96990966796875,112.79119873046875,130.3699951171875,84.12999725341797,117.7699966430664,237.92990112304688,14.422200202941895,382.6099853515625,113.75,129.67999267578125,83.56999969482422,117.0199966430664,236.86000061035156,14.291999816894531,381.4649963378906,112.33999633789062,129.9250030517578,84.03790283203125,117.58999633789062,237.65020751953125,14.372990608215332,382.1299133300781,112.36000061035156,5515019,4866664,1798389,1180473,4094220,4164240,20311348
2022-12-27 18:30:00+00:00,129.92990112304688,83.2750015258789,116.47760009765625,236.3699951171875,14.185999870300293,380.7300109863281,112.41999816894531,129.92990112304688,83.2750015258789,116.47760009765625,236.3699951171875,14.185999870300293,380.7300109863281,112.41999816894531,130.16000366210938,83.61000061035156,117.26000213623047,237.5,14.327000617980957,382.0400085449219,113.35990142822266,129.6199951171875,83.25,116.44999694824219,236.22999572753906,14.166999816894531,380.635009765625,111.94000244140625,129.9949951171875,83.5999984741211,117.12999725341797,237.22999572753906,14.29699993133545,381.9700012207031,112.80989837646484,6673932,4967037,1586244,1371487,5007248,5187465,16735713
2022-12-27 19:30:00+00:00,130.25999450683594,83.37999725341797,117.1500015258789,237.31629943847656,14.160000801086426,381.9700012207031,111.21309661865234,130.25999450683594,83.37999725341797,117.1500015258789,237.31629943847656,14.160000801086426,381.9700012207031,111.21309661865234,130.41000366210938,83.47989654541016,117.22879791259766,237.42999267578125,14.249000549316406,382.1199951171875,112.7300033569336,129.8800048828125,83.20999908447266,116.47000122070312,235.97999572753906,14.055999755859375,380.5,111.04000091552734,129.92030334472656,83.2780990600586,116.47000122070312,236.36000061035156,14.186999320983887,380.7300109863281,112.43000030517578,6153779,5690661,1876128,1662445,6721260,5278889,18827422
2022-12-27 20:30:00+00:00,130.02999877929688,83.05000305175781,116.88999938964844,236.9600067138672,14.119999885559082,381.3800048828125,109.0999984741211,130.02999877929688,83.05000305175781,116.88999938964844,236.9600067138672,14.119999885559082,381.3800048828125,109.0999984741211,130.58999633789062,83.55000305175781,117.54499816894531,237.72999572753906,14.205999374389648,382.3599853515625,111.33999633789062,129.94000244140625,83.0,116.7699966430664,236.6999969482422,14.10099983215332,380.7099914550781,108.76000213623047,130.27000427246094,83.38500213623047,117.14129638671875,237.33999633789062,14.160000801086426,381.9800109863281,111.2300033569336,5793716,6303415,2093001,2232738,5390497,7572125,21484246
2022-12-28 14:30:00+00:00,129.65499877929688,82.80000305175781,117.28500366210938,238.02999877929688,14.023099899291992,380.6650085449219,111.69999694824219,129.65499877929688,82.80000305175781,117.28500366210938,238.02999877929688,14.023099899291992,380.6650085449219,111.69999694824219,131.02749633789062,83.4800033569336,118.1500015258789,239.72000122070312,14.261999130249023,383.3900146484375,116.2699966430664,129.22000122070312,82.23999786376953,116.25,236.6999969482422,13.883999824523926,380.25,108.43049621582031,129.6699981689453,82.80000305175781,116.25,236.88999938964844,13.927000045776367,381.3299865722656,110.3499984741211,14651701,14056990,4497400,3317131,11108519,10117894,77201508
2022-12-28 15:30:00+00:00,127.61000061035156,82.29000091552734,116.70010375976562,236.47000122070312,14.027999877929688,379.1499938964844,110.58999633789062,127.61000061035156,82.29000091552734,116.70010375976562,236.47000122070312,14.027999877929688,379.1499938964844,110.58999633789062,129.96499633789062,82.94499969482422,117.410400390625,238.72000122070312,14.086999893188477,381.04998779296875,111.7300033569336,127.30000305175781,81.9800033569336,116.33000183105469,236.08999633789062,13.88599967956543,378.489990234375,108.33000183105469,129.63999938964844,82.78739929199219,117.29000091552734,238.00999450683594,14.022000312805176,380.6700134277344,111.72000122070312,14643306,10374680,2848292,2320039,5801950,8545387,33932614
2022-12-28 16:30:00+00:00,126.79000091552734,81.86499786376953,116.24009704589844,235.8699951171875,14.041130065917969,377.8500061035156,110.01609802246094,126.79000091552734,81.86499786376953,116.24009704589844,235.8699951171875,14.041130065917969,377.8500061035156,110.01609802246094,127.87999725341797,82.30500030517578,116.80000305175781,236.5800018310547,14.0649995803833,379.260009765625,110.77989959716797,126.41000366210938,81.69000244140625,115.55999755859375,235.2512969970703,13.952189445495605,377.29998779296875,109.30999755859375,127.62000274658203,82.29000091552734,116.70999908447266,236.47000122070312,14.028999328613281,379.1499938964844,110.58999633789062,13086075,6796085,1938149,1814052,3189961,8424073,18192120
